2018-08-16 12:49:57,tvw825385571,漳州,4,挺好看的😊哈哈
2018-08-16 12:11:22,爱迪的张先生,胶州,5,剧情跌宕起伏，在所有困难与绝望面前，人性暴露无遗！笑点，泪点，喜剧，悲剧，人生哲理都有了！作为老乡！必须支持黄渤！青岛银！
2018-08-16 12:10:55,西伯利亚辉狼,秦皇岛,4,电影不错，拍的很用心，感觉最后的结局不是很完美，还会有第二部吗……
2018-08-16 12:10:45,miE964647463,吴忠,5,好看好看好看
2018-08-16 12:10:26,geB767349079,长春,5,张艺兴这是被练出来了
2018-08-16 12:10:22,桃夭咩座,十堰,5,很不错，666
2018-08-16 12:10:13,速溶咖啡640,北京,5,孩子和同学去看的，说还不错的！一直挺喜欢黄渤！
2018-08-16 12:10:02,永痕时代,金昌,5,人性的探究，很好的电影，就是有点揪心
2018-08-16 12:09:43,wind2599,泰安,3.5,还可以这样的还可以
2018-08-16 12:09:32,ass469259656,沈阳,4,咋说呢，主演们的功力都不错！群演就真的一般般，剧情不算陌生，立意有点深刻，看完不知如何是好了！
2018-08-16 12:09:31,lES539057111,重庆,5,一出好戏是黄渤老师和艺兴合作的首部电影，期待小兴的表演
2018-08-16 12:09:24,斑斑抠,北京,3,真是没看懂，有点懵就结束了
2018-08-16 12:09:19,CINGERING,六安,4.5,黄渤执导的第一部电影，全程紧张刺激，后期看影评有稍许惊讶！
2018-08-16 12:11:36,Wfm733048970,秦皇岛,5,很不错的影片
2018-08-16 12:11:24,IgP777706488,西安,4,人心难测，不忘初心
2018-08-16 12:11:22,爱迪的张先生,胶州,5,剧情跌宕起伏，在所有困难与绝望面前，人性暴露无遗！笑点，泪点，喜剧，悲剧，人生哲理都有了！作为老乡！必须支持黄渤！青岛银！
2018-08-16 12:10:55,西伯利亚辉狼,秦皇岛,4,电影不错，拍的很用心，感觉最后的结局不是很完美，还会有第二部吗……
2018-08-16 12:10:45,miE964647463,吴忠,5,好看好看好看
2018-08-16 12:10:26,geB767349079,长春,5,张艺兴这是被练出来了
2018-08-16 12:10:22,桃夭咩座,十堰,5,很不错，666
2018-08-16 12:10:13,速溶咖啡640,北京,5,孩子和同学去看的，说还不错的！一直挺喜欢黄渤！
2018-08-16 12:10:02,永痕时代,金昌,5,人性的探究，很好的电影，就是有点揪心
2018-08-16 12:09:43,wind2599,泰安,3.5,还可以这样的还可以
2018-08-16 12:09:32,ass469259656,沈阳,4,咋说呢，主演们的功力都不错！群演就真的一般般，剧情不算陌生，立意有点深刻，看完不知如何是好了！
2018-08-16 12:09:31,lES539057111,重庆,5,一出好戏是黄渤老师和艺兴合作的首部电影，期待小兴的表演
2018-08-16 12:09:24,斑斑抠,北京,3,真是没看懂，有点懵就结束了
2018-08-16 12:09:19,CINGERING,六安,4.5,黄渤执导的第一部电影，全程紧张刺激，后期看影评有稍许惊讶！
2018-08-16 12:09:17,爱一点an,兰州,4.5,还不错啦，搞笑，又批判现实
2018-08-16 12:11:24,IgP777706488,西安,4,人心难测，不忘初心
2018-08-16 12:11:22,爱迪的张先生,胶州,5,剧情跌宕起伏，在所有困难与绝望面前，人性暴露无遗！笑点，泪点，喜剧，悲剧，人生哲理都有了！作为老乡！必须支持黄渤！青岛银！
2018-08-16 12:10:55,西伯利亚辉狼,秦皇岛,4,电影不错，拍的很用心，感觉最后的结局不是很完美，还会有第二部吗……
2018-08-16 12:10:45,miE964647463,吴忠,5,好看好看好看
2018-08-16 12:10:26,geB767349079,长春,5,张艺兴这是被练出来了
2018-08-16 12:10:22,桃夭咩座,十堰,5,很不错，666
2018-08-16 12:10:13,速溶咖啡640,北京,5,孩子和同学去看的，说还不错的！一直挺喜欢黄渤！
2018-08-16 12:10:02,永痕时代,金昌,5,人性的探究，很好的电影，就是有点揪心
2018-08-16 12:09:43,wind2599,泰安,3.5,还可以这样的还可以
2018-08-16 12:09:32,ass469259656,沈阳,4,咋说呢，主演们的功力都不错！群演就真的一般般，剧情不算陌生，立意有点深刻，看完不知如何是好了！
2018-08-16 12:09:31,lES539057111,重庆,5,一出好戏是黄渤老师和艺兴合作的首部电影，期待小兴的表演
2018-08-16 12:09:24,斑斑抠,北京,3,真是没看懂，有点懵就结束了
2018-08-16 12:09:19,CINGERING,六安,4.5,黄渤执导的第一部电影，全程紧张刺激，后期看影评有稍许惊讶！
2018-08-16 12:09:17,爱一点an,兰州,4.5,还不错啦，搞笑，又批判现实
2018-08-16 12:09:04,w尚尚.,新乡,5,好。。。。。。。
2018-08-16 12:11:22,爱迪的张先生,胶州,5,剧情跌宕起伏，在所有困难与绝望面前，人性暴露无遗！笑点，泪点，喜剧，悲剧，人生哲理都有了！作为老乡！必须支持黄渤！青岛银！
2018-08-16 12:10:55,西伯利亚辉狼,秦皇岛,4,电影不错，拍的很用心，感觉最后的结局不是很完美，还会有第二部吗……
2018-08-16 12:10:45,miE964647463,吴忠,5,好看好看好看
2018-08-16 12:10:26,geB767349079,长春,5,张艺兴这是被练出来了
2018-08-16 12:10:22,桃夭咩座,十堰,5,很不错，666
2018-08-16 12:10:13,速溶咖啡640,北京,5,孩子和同学去看的，说还不错的！一直挺喜欢黄渤！
2018-08-16 12:10:02,永痕时代,金昌,5,人性的探究，很好的电影，就是有点揪心
2018-08-16 12:09:43,wind2599,泰安,3.5,还可以这样的还可以
2018-08-16 12:09:32,ass469259656,沈阳,4,咋说呢，主演们的功力都不错！群演就真的一般般，剧情不算陌生，立意有点深刻，看完不知如何是好了！
2018-08-16 12:09:31,lES539057111,重庆,5,一出好戏是黄渤老师和艺兴合作的首部电影，期待小兴的表演
2018-08-16 12:09:24,斑斑抠,北京,3,真是没看懂，有点懵就结束了
2018-08-16 12:09:19,CINGERING,六安,4.5,黄渤执导的第一部电影，全程紧张刺激，后期看影评有稍许惊讶！
2018-08-16 12:09:17,爱一点an,兰州,4.5,还不错啦，搞笑，又批判现实
2018-08-16 12:09:04,w尚尚.,新乡,5,好。。。。。。。
2018-08-16 12:08:57,夜空中最亮的星,深圳,4.5,好戏登场安逸嘛
2018-08-16 12:10:55,西伯利亚辉狼,秦皇岛,4,电影不错，拍的很用心，感觉最后的结局不是很完美，还会有第二部吗……
2018-08-16 12:10:45,miE964647463,吴忠,5,好看好看好看
2018-08-16 12:10:26,geB767349079,长春,5,张艺兴这是被练出来了
2018-08-16 12:10:22,桃夭咩座,十堰,5,很不错，666
2018-08-16 12:10:13,速溶咖啡640,北京,5,孩子和同学去看的，说还不错的！一直挺喜欢黄渤！
2018-08-16 12:10:02,永痕时代,金昌,5,人性的探究，很好的电影，就是有点揪心
2018-08-16 12:09:43,wind2599,泰安,3.5,还可以这样的还可以
2018-08-16 12:09:32,ass469259656,沈阳,4,咋说呢，主演们的功力都不错！群演就真的一般般，剧情不算陌生，立意有点深刻，看完不知如何是好了！
2018-08-16 12:09:31,lES539057111,重庆,5,一出好戏是黄渤老师和艺兴合作的首部电影，期待小兴的表演
2018-08-16 12:09:24,斑斑抠,北京,3,真是没看懂，有点懵就结束了
2018-08-16 12:09:19,CINGERING,六安,4.5,黄渤执导的第一部电影，全程紧张刺激，后期看影评有稍许惊讶！
2018-08-16 12:09:17,爱一点an,兰州,4.5,还不错啦，搞笑，又批判现实
2018-08-16 12:09:04,w尚尚.,新乡,5,好。。。。。。。
2018-08-16 12:08:57,夜空中最亮的星,深圳,4.5,好戏登场安逸嘛
2018-08-16 12:08:45,TY2015.8,安康,4,感觉不错，黄渤下了不少功夫
2018-08-16 12:10:45,miE964647463,吴忠,5,好看好看好看
2018-08-16 12:10:26,geB767349079,长春,5,张艺兴这是被练出来了
2018-08-16 12:10:22,桃夭咩座,十堰,5,很不错，666
2018-08-16 12:10:13,速溶咖啡640,北京,5,孩子和同学去看的，说还不错的！一直挺喜欢黄渤！
2018-08-16 12:10:02,永痕时代,金昌,5,人性的探究，很好的电影，就是有点揪心
2018-08-16 12:09:43,wind2599,泰安,3.5,还可以这样的还可以
2018-08-16 12:09:32,ass469259656,沈阳,4,咋说呢，主演们的功力都不错！群演就真的一般般，剧情不算陌生，立意有点深刻，看完不知如何是好了！
2018-08-16 12:09:31,lES539057111,重庆,5,一出好戏是黄渤老师和艺兴合作的首部电影，期待小兴的表演
2018-08-16 12:09:24,斑斑抠,北京,3,真是没看懂，有点懵就结束了
2018-08-16 12:09:19,CINGERING,六安,4.5,黄渤执导的第一部电影，全程紧张刺激，后期看影评有稍许惊讶！
2018-08-16 12:09:17,爱一点an,兰州,4.5,还不错啦，搞笑，又批判现实
2018-08-16 12:09:04,w尚尚.,新乡,5,好。。。。。。。
2018-08-16 12:08:57,夜空中最亮的星,深圳,4.5,好戏登场安逸嘛
2018-08-16 12:08:45,TY2015.8,安康,4,感觉不错，黄渤下了不少功夫
2018-08-16 12:08:45,财务婷婷,郑州,3.5,蛮不错的，有点意思。
2018-08-16 12:10:26,geB767349079,长春,5,张艺兴这是被练出来了
2018-08-16 12:10:22,桃夭咩座,十堰,5,很不错，666
2018-08-16 12:10:13,速溶咖啡640,北京,5,孩子和同学去看的，说还不错的！一直挺喜欢黄渤！
2018-08-16 12:10:02,永痕时代,金昌,5,人性的探究，很好的电影，就是有点揪心
2018-08-16 12:09:43,wind2599,泰安,3.5,还可以这样的还可以
2018-08-16 12:09:32,ass469259656,沈阳,4,咋说呢，主演们的功力都不错！群演就真的一般般，剧情不算陌生，立意有点深刻，看完不知如何是好了！
2018-08-16 12:09:31,lES539057111,重庆,5,一出好戏是黄渤老师和艺兴合作的首部电影，期待小兴的表演
2018-08-16 12:09:24,斑斑抠,北京,3,真是没看懂，有点懵就结束了
2018-08-16 12:09:19,CINGERING,六安,4.5,黄渤执导的第一部电影，全程紧张刺激，后期看影评有稍许惊讶！
2018-08-16 12:09:17,爱一点an,兰州,4.5,还不错啦，搞笑，又批判现实
2018-08-16 12:09:04,w尚尚.,新乡,5,好。。。。。。。
2018-08-16 12:08:57,夜空中最亮的星,深圳,4.5,好戏登场安逸嘛
2018-08-16 12:08:45,TY2015.8,安康,4,感觉不错，黄渤下了不少功夫
2018-08-16 12:08:45,财务婷婷,郑州,3.5,蛮不错的，有点意思。
2018-08-16 12:08:45,WCD735243884,绥化,5,开始笑的很欢乐后来很让人思考啊黄渤导演的很棒
2018-08-16 12:10:22,桃夭咩座,十堰,5,很不错，666
2018-08-16 12:10:13,速溶咖啡640,北京,5,孩子和同学去看的，说还不错的！一直挺喜欢黄渤！
2018-08-16 12:10:02,永痕时代,金昌,5,人性的探究，很好的电影，就是有点揪心
2018-08-16 12:09:43,wind2599,泰安,3.5,还可以这样的还可以
2018-08-16 12:09:32,ass469259656,沈阳,4,咋说呢，主演们的功力都不错！群演就真的一般般，剧情不算陌生，立意有点深刻，看完不知如何是好了！
2018-08-16 12:09:31,lES539057111,重庆,5,一出好戏是黄渤老师和艺兴合作的首部电影，期待小兴的表演
2018-08-16 12:09:24,斑斑抠,北京,3,真是没看懂，有点懵就结束了
2018-08-16 12:09:19,CINGERING,六安,4.5,黄渤执导的第一部电影，全程紧张刺激，后期看影评有稍许惊讶！
2018-08-16 12:09:17,爱一点an,兰州,4.5,还不错啦，搞笑，又批判现实
2018-08-16 12:09:04,w尚尚.,新乡,5,好。。。。。。。
2018-08-16 12:08:57,夜空中最亮的星,深圳,4.5,好戏登场安逸嘛
2018-08-16 12:08:45,TY2015.8,安康,4,感觉不错，黄渤下了不少功夫
2018-08-16 12:08:45,财务婷婷,郑州,3.5,蛮不错的，有点意思。
2018-08-16 12:08:45,WCD735243884,绥化,5,开始笑的很欢乐后来很让人思考啊黄渤导演的很棒
2018-08-16 12:07:49,有普的人,郑州,4,还可以！讲的是人生！看懂了
2018-08-16 12:10:13,速溶咖啡640,北京,5,孩子和同学去看的，说还不错的！一直挺喜欢黄渤！
2018-08-16 12:10:02,永痕时代,金昌,5,人性的探究，很好的电影，就是有点揪心
2018-08-16 12:09:43,wind2599,泰安,3.5,还可以这样的还可以
2018-08-16 12:09:32,ass469259656,沈阳,4,咋说呢，主演们的功力都不错！群演就真的一般般，剧情不算陌生，立意有点深刻，看完不知如何是好了！
2018-08-16 12:09:31,lES539057111,重庆,5,一出好戏是黄渤老师和艺兴合作的首部电影，期待小兴的表演
2018-08-16 12:09:24,斑斑抠,北京,3,真是没看懂，有点懵就结束了
2018-08-16 12:09:19,CINGERING,六安,4.5,黄渤执导的第一部电影，全程紧张刺激，后期看影评有稍许惊讶！
2018-08-16 12:09:17,爱一点an,兰州,4.5,还不错啦，搞笑，又批判现实
2018-08-16 12:09:04,w尚尚.,新乡,5,好。。。。。。。
2018-08-16 12:08:57,夜空中最亮的星,深圳,4.5,好戏登场安逸嘛
2018-08-16 12:08:45,TY2015.8,安康,4,感觉不错，黄渤下了不少功夫
2018-08-16 12:08:45,财务婷婷,郑州,3.5,蛮不错的，有点意思。
2018-08-16 12:08:45,WCD735243884,绥化,5,开始笑的很欢乐后来很让人思考啊黄渤导演的很棒
2018-08-16 12:07:49,有普的人,郑州,4,还可以！讲的是人生！看懂了
2018-08-16 12:07:45,甩绳娃娃1,日照,5,好看好看好看好看好看
2018-08-16 12:10:02,永痕时代,金昌,5,人性的探究，很好的电影，就是有点揪心
2018-08-16 12:09:43,wind2599,泰安,3.5,还可以这样的还可以
2018-08-16 12:09:32,ass469259656,沈阳,4,咋说呢，主演们的功力都不错！群演就真的一般般，剧情不算陌生，立意有点深刻，看完不知如何是好了！
2018-08-16 12:09:31,lES539057111,重庆,5,一出好戏是黄渤老师和艺兴合作的首部电影，期待小兴的表演
2018-08-16 12:09:24,斑斑抠,北京,3,真是没看懂，有点懵就结束了
2018-08-16 12:09:19,CINGERING,六安,4.5,黄渤执导的第一部电影，全程紧张刺激，后期看影评有稍许惊讶！
2018-08-16 12:09:17,爱一点an,兰州,4.5,还不错啦，搞笑，又批判现实
2018-08-16 12:09:04,w尚尚.,新乡,5,好。。。。。。。
2018-08-16 12:08:57,夜空中最亮的星,深圳,4.5,好戏登场安逸嘛
2018-08-16 12:08:45,TY2015.8,安康,4,感觉不错，黄渤下了不少功夫
2018-08-16 12:08:45,财务婷婷,郑州,3.5,蛮不错的，有点意思。
2018-08-16 12:08:45,WCD735243884,绥化,5,开始笑的很欢乐后来很让人思考啊黄渤导演的很棒
2018-08-16 12:07:49,有普的人,郑州,4,还可以！讲的是人生！看懂了
2018-08-16 12:07:45,甩绳娃娃1,日照,5,好看好看好看好看好看
2018-08-16 12:07:40,bigbaby22,崇州,4.5,黄渤真的是才子，我觉得很好看
2018-08-16 12:09:43,wind2599,泰安,3.5,还可以这样的还可以
2018-08-16 12:09:32,ass469259656,沈阳,4,咋说呢，主演们的功力都不错！群演就真的一般般，剧情不算陌生，立意有点深刻，看完不知如何是好了！
2018-08-16 12:09:31,lES539057111,重庆,5,一出好戏是黄渤老师和艺兴合作的首部电影，期待小兴的表演
2018-08-16 12:09:24,斑斑抠,北京,3,真是没看懂，有点懵就结束了
2018-08-16 12:09:19,CINGERING,六安,4.5,黄渤执导的第一部电影，全程紧张刺激，后期看影评有稍许惊讶！
2018-08-16 12:09:17,爱一点an,兰州,4.5,还不错啦，搞笑，又批判现实
2018-08-16 12:09:04,w尚尚.,新乡,5,好。。。。。。。
2018-08-16 12:08:57,夜空中最亮的星,深圳,4.5,好戏登场安逸嘛
2018-08-16 12:08:45,TY2015.8,安康,4,感觉不错，黄渤下了不少功夫
2018-08-16 12:08:45,财务婷婷,郑州,3.5,蛮不错的，有点意思。
2018-08-16 12:08:45,WCD735243884,绥化,5,开始笑的很欢乐后来很让人思考啊黄渤导演的很棒
2018-08-16 12:07:49,有普的人,郑州,4,还可以！讲的是人生！看懂了
2018-08-16 12:07:45,甩绳娃娃1,日照,5,好看好看好看好看好看
2018-08-16 12:07:40,bigbaby22,崇州,4.5,黄渤真的是才子，我觉得很好看
2018-08-16 12:07:38,泰米尼君,郑州,5,好看的！！彩蛋有三个，一定要看到最后一刻！！
2018-08-16 12:09:32,ass469259656,沈阳,4,咋说呢，主演们的功力都不错！群演就真的一般般，剧情不算陌生，立意有点深刻，看完不知如何是好了！
2018-08-16 12:09:31,lES539057111,重庆,5,一出好戏是黄渤老师和艺兴合作的首部电影，期待小兴的表演
2018-08-16 12:09:24,斑斑抠,北京,3,真是没看懂，有点懵就结束了
